,returns,CDF for h = 0.001,CDF for h = 0.003,CDF for h = 0.01
1836,-0.9795807635375939,-0.0012081051885704916,-0.0012904700737126715,-0.0013540951233229177
2238,-0.9793179054710808,-0.0016069217331074338,-0.0013392779167849583,-0.0014088556530717897
2320,-0.9792961668993689,-0.0012477252438231779,-0.001413514221904439,-0.0013453734581348451
1789,-0.9789008389463718,-0.0012976971783375682,-0.0013904958255688503,-0.0012801123866824904
704,-0.9787360849166498,-0.0012002889336552723,-0.0013889324021778922,-0.001360235277487439
585,-0.9781522090204866,-0.001269269098531281,-0.0014147838296037138,-0.001278397667956763
1106,-0.976696600767671,-0.0014577005155102353,-0.0014962651507010494,-0.0013751577285000542
1009,-0.9755109737936782,-0.001429710899843841,-0.0015368376025906153,-0.0013869492543244265
1693,-0.9740449762687486,-0.0012937050279527228,-0.0013417428061962776,-0.0012807539046794914
713,-0.9736002346373407,-0.0013457231599426252,-0.0013280583810082456,-0.0013463223039664408
2281,-0.9731299447757782,-0.0011465235912913399,-0.0012716669591624746,-0.0013704814154019127
1892,-0.9730264825076662,-0.0013375184547437208,-0.0013711292980851694,-0.0013502282010560808
2061,-0.972903067534225,-0.0014002439831121854,-0.0013586851707482622,-0.001381483612024638
1000,-0.9726021164943239,-0.0014715932032040718,-0.0012518364466881165,-0.0012991954347104926
2047,-0.969955619971351,-0.0012864731721679574,-0.0013396739148380783,-0.0013202184693938959
1211,-0.9695054491394113,-0.0016899633812682833,-0.0014450014068166134,-0.0013574327584381595
1029,-0.9693555030865475,-0.0015469557468815445,-0.0012593377986695887,-0.0013563639914493614
643,-0.9693246018821537,-0.001359111024517065,-0.0013369127368075629,-0.0013854244478453675
514,-0.9668796204127243,-0.0014227242346289567,-0.0013631672727282206,-0.0013356105991711065
373,-0.9667217596753097,-0.0011881807892929414,-0.00134251814703101,-0.0014135717049282453
1219,-0.9660874203451135,-0.0012671363945692253,-0.0012006948011573323,-0.0013579319216992709
998,-0.9658951035005932,-0.0013959907959735416,-0.0011759426357787043,-0.0012844543330665557
116,-0.9651391676952614,-0.0013810324860661601,-0.0012584043014347802,-0.0012711684811146822
1668,-0.9651286068516274,-0.0013187569264968958,-0.0013725906967001875,-0.0014235421117386258
664,-0.9649284176596558,-0.0011683284255301109,-0.001366393281294229,-0.0013369283217294183
2186,-0.9636815090028612,-0.001209386943101934,-0.001392938849892625,-0.0013237756783918693
2210,-0.9623014867533044,-0.001119948763740654,-0.0013881506395595643,-0.0013042205466280298
735,-0.9615381050363556,-0.0015653778385708596,-0.0013041618155937222,-0.0013668232343655368
956,-0.9595727929352607,-0.0014365971324679374,-0.0012983583527720931,-0.0014135512535869837
30,-0.9591667906825245,-0.0014277493705616548,-0.0012991180142772345,-0.0012770885883143933
2298,-0.9589551533870184,-0.0013219042494644567,-0.0013055882620023706,-0.001371676771973051
2049,-0.9567570179402112,-0.0012330048467852279,-0.001227263754328447,-0.0013444402138144765
33,-0.955655446087142,-0.001560402764746805,-0.0013534125840575114,-0.0013395494439004858
1876,-0.9547785207553763,-0.0012477918177290586,-0.0013957762404990394,-0.0013672966200672537
1574,-0.9545693840595186,-0.001402904580725955,-0.001395801255515971,-0.0014076941036449562
978,-0.9537026187524278,-0.0015369559744124457,-0.0013926470700993275,-0.0013497830828444527
1881,-0.9523947711457756,-0.0013118549804876738,-0.001339666683394035,-0.0013778034814813163
1343,-0.951736944345924,-0.0014145137590616072,-0.001300294198318236,-0.0013871558156997373
322,-0.9504978167630131,-0.0013648887909726655,-0.001345937975776252,-0.0013323114124198317
1025,-0.95046822032659,-0.0014809689292874942,-0.0015511243790780214,-0.0013711253099912796
2376,-0.9502603585553531,-0.0013366848924000294,-0.0012931106176316779,-0.0013893061861005745
2014,-0.9500048630044273,-0.0014534482592839335,-0.0013816182958103992,-0.0013527116726534888
1847,-0.9496449403805423,-0.001427615281768719,-0.0014610087100052896,-0.0013659089578350477
1953,-0.949408692687614,-0.0015125315876243534,-0.001433018414110658,-0.0013735137303565572
914,-0.9489114221692272,-0.0011761562022871478,-0.0013369508545037915,-0.0013638770726275575
896,-0.9475416736139777,-0.0014184306829839056,-0.0013845895386945196,-0.0013577254900258074
782,-0.9469037408836971,-0.00134357456623658,-0.001410488420209658,-0.0013717467459722114
837,-0.9453963326224524,-0.0014238962723318316,-0.0015724024630964504,-0.0013412084564937865
138,-0.9436257228011955,-0.001410671261768662,-0.0014381450815951237,-0.0013639978946202978
2195,-0.9435548624245156,-0.0013262152151869396,-0.0013208847004020337,-0.0014277557731304776
798,-0.9429682078620314,-0.0012839699040386886,-0.0012466331001316799,-0.001399972384603001
2027,-0.9416772329641374,-0.001250451428993309,-0.0012729849472750093,-0.0013377905331477555
1271,-0.9411453588336687,-0.0012609547191888438,-0.0014272521293714415,-0.0013159893793592194
1678,-0.9390926313544878,-0.001317081075757013,-0.001366193666513039,-0.0012898550693319758
113,-0.9388470169821008,-0.0012087565753305704,-0.0013924611826923797,-0.0013676975514429314
628,-0.9380625663540796,-0.0014935985463243996,-0.0013121547920110898,-0.0012718510096020633
1844,-0.9356568590266299,-0.0013713996974803828,-0.0013746614654450858,-0.0013620500832073972
403,-0.9350935378977809,-0.0013929995344474776,-0.0014025441539611866,-0.0013064168451726078
1616,-0.9344372882606435,-0.0014564012988349541,-0.0014579918321868744,-0.001343179090724994
2292,-0.9332346830129172,-0.0012887455021387815,-0.0013873033746919015,-0.0014142640305800204
1006,-0.9331630802665931,-0.0012886253078072726,-0.0013683422852438743,-0.0014269200066934504
196,-0.9319907826492306,-0.0012509220532391171,-0.0012653856361201882,-0.0013745190552143067
1928,-0.9311992875444879,-0.0013764790813818458,-0.0012204028164275425,-0.0013443151201017927
1218,-0.9301099935614778,-0.0012994878186678718,-0.001293591017212466,-0.0013500755166214776
1016,-0.9299474957986238,-0.001120317057718777,-0.001359165972038444,-0.0013646233386100399
1864,-0.928886812982106,-0.0013704618867804493,-0.0013533650158758246,-0.001387804186077208
1614,-0.9276108344312182,-0.0013308385704065607,-0.0013360037972434578,-0.0012670085668794204
1485,-0.9266172945321944,-0.00145760586744597,-0.0013373019968188553,-0.0013859388454552518
1595,-0.9260005370647739,-0.0013889184820748556,-0.0014192885615934236,-0.001368939027016269
1988,-0.924474711723194,-0.0014852490251469137,-0.0013739141884459504,-0.001337008795014968
1115,-0.923406077869757,-0.0013724926091719038,-0.001405948023010135,-0.001319920579127557
540,-0.9213296331853891,-0.001329303461150828,-0.0012839398093092709,-0.0013050722329166955
1957,-0.9211887678420811,-0.001445893974289322,-0.0014557489228273718,-0.0013903064546340938
2243,-0.921172479701672,-0.0015246415586085875,-0.0012788077939102922,-0.0013015611783140065
2168,-0.919243138978207,-0.0011876336045918926,-0.001362727357124396,-0.0013332619741215964
636,-0.919066933648814,-0.0011999927842807098,-0.0014434208509303177,-0.0013368335844954613
2057,-0.9183147599268899,-0.0013085530145261633,-0.0013436303952256055,-0.0014183135925803253
513,-0.9176417893818261,-0.0012708444633478468,-0.0012747122837567647,-0.0013695077462389715
1069,-0.9174552760321271,-0.001393978334717777,-0.001448521539757103,-0.0013256807471334238
515,-0.9168817745937263,-0.0012743060516983385,-0.001346766138898912,-0.0013096814520284488
2407,-0.9155636779819856,-0.0012732194681343738,-0.0013535672821196924,-0.0013588973689672287
2441,-0.9152242570266695,-0.0014023913164646715,-0.001347545921493914,-0.001452132567138908
2219,-0.9146888978808474,-0.00132095340082951,-0.001308102389862068,-0.0013598454252362773
1093,-0.9140879396949497,-0.0012776473902033798,-0.0013165493018775683,-0.001345287584164224
218,-0.9139100427123605,-0.0012463313883518147,-0.0013021985998540903,-0.0013456106017001685
2110,-0.9136245969384278,-0.0013662282369744285,-0.0012790417314172047,-0.0013470486439427253
1110,-0.9120697159234044,-0.001269158150882578,-0.0015248324358659174,-0.0013581962746467037
1061,-0.9117172820350798,-0.0012773909010078634,-0.0014278739836932057,-0.0013326887329187123
1580,-0.9116294616838885,-0.0011996108625455218,-0.0013368482625726375,-0.0014073358790590003
1397,-0.9113658308945298,-0.0013109184014062942,-0.0012930277115718598,-0.0013379440608260467
1776,-0.9111217681934318,-0.0013351984157287877,-0.0015492996087488812,-0.00132100707739453
1312,-0.910718959799709,-0.0016685472774902578,-0.001302842225286828,-0.001345935324529213
1129,-0.9103280698884484,-0.0013063663175856223,-0.0014322643725251183,-0.001365621496206121
1376,-0.9097336839623937,-0.001550732075295316,-0.0013445252766982655,-0.0013215294920358226
4,-0.9096283338113531,-0.0013649528122491692,-0.001326368561876505,-0.0013154110189531518
2444,-0.9088701526403618,-0.0012962022754261365,-0.001250736654497174,-0.0014769662125421613
2159,-0.9080880827376212,-0.0013537060084608868,-0.0013777606101598014,-0.001349136144909149
816,-0.9074876020711984,-0.0014101806596269087,-0.0013801659823137417,-0.0013199206290199865
818,-0.9068022787118659,-0.0015000910971429181,-0.0012121308062498456,-0.0013961899682280413
570,-0.9065244399529258,-0.0012642728036677709,-0.0015146397554328004,-0.0013906950649099498
1632,-0.9058728040170765,-0.001356986537864737,-0.0013338458145078533,-0.001339397988697708
1811,-0.9051141521313795,-0.0015961991704897456,-0.0013813516401888304,-0.00132751050286883
595,-0.9047336145770457,-0.001231753530056221,-0.0012995803658727382,-0.0013373944881389429
1011,-0.9039055493494197,-0.0012350614018703666,-0.001251996992646646,-0.001330355303840627
2458,-0.9037635630902126,-0.0016042809583810917,-0.001338266973497876,-0.001335446420923282
1484,-0.9029487567287493,-0.001366797401224756,-0.0013740144984352896,-0.0013870056816193568
1434,-0.9021524190204377,-0.001484698362243764,-0.0014282248884152744,-0.0012936600520332211
2386,-0.9011013147559788,-0.0014193795137632434,-0.0013066125663870696,-0.001358698033529611
576,-0.9003234420432982,-0.0012852214865318276,-0.0014055156458235827,-0.0013651988451167897
1924,-0.8998946767201019,-0.0013337112642806753,-0.0012609118922171905,-0.0013404441712860757
555,-0.8997698150682898,-0.0013848091466183714,-0.001280826062967998,-0.0013751340772123052
1734,-0.8995460511239326,-0.0012237149887182445,-0.0014218308851162206,-0.001375695952435225
823,-0.8984414101637548,-0.0014116812784700698,-0.0014565910467760521,-0.001333367439708386
2060,-0.898298986747099,-0.0011837609900412747,-0.0013485122143636534,-0.0013878646454030764
107,-0.8965552416625249,-0.0012213623283230002,-0.0013035366789154717,-0.0013269552623167945
809,-0.8963551462886674,-0.001305827118744227,-0.0013977843321366324,-0.001392025749024012
1349,-0.8961826174861454,-0.0014037538618103908,-0.0013276903512682414,-0.001358998365406277
69,-0.8953971689038731,-0.0015030672919017643,-0.0013353571387119808,-0.0014464862041023148
2083,-0.894342093547762,-0.0014814203859733126,-0.0014521228834528846,-0.0013660668075796722
1782,-0.8925003392961375,-0.0013705601746127935,-0.0013202943147136172,-0.0013079982032388365
1291,-0.8920113499585836,-0.0013940586895912009,-0.0014438756985742486,-0.0014115128818233183
6,-0.8913247773930222,-0.001346277859813019,-0.0014215985941855563,-0.0013906206335306552
875,-0.8907950056447953,-0.0015492653048337812,-0.0013839264745301714,-0.0013654050048002193
2412,-0.8901264630695231,-0.0012790917789230936,-0.0014132214775010976,-0.0014008962945325188
1385,-0.889354947636716,-0.001357757342336004,-0.0013959877240414399,-0.0012901456221555386
247,-0.8893427715212778,-0.0012986443518925271,-0.0012742602495480165,-0.001293902898777869
1324,-0.8880904183764933,-0.00135541597300655,-0.001370169894316584,-0.001274268995003277
1382,-0.8863123219357032,-0.0012825335448899528,-0.001422913400418207,-0.001307024792273685
1812,-0.885810637211967,-0.0014436212606414277,-0.0013338955338878973,-0.001401963501797386
392,-0.8842221789186377,-0.0011023806467577199,-0.0013117424757385302,-0.001368552880849138
1273,-0.8834316163804163,-0.001647620363395875,-0.0013917604877982746,-0.001291956906151008
697,-0.8831408008489225,-0.0014207459902830899,-0.0013708155999707433,-0.001280016736282911
756,-0.8829035336241384,-0.0012561476638913386,-0.0013538994450791575,-0.0013817214542723199
699,-0.8822373974889792,-0.001195297261859334,-0.0012726181800335559,-0.0014252334519891663
129,-0.8821800392710217,-0.0011385379665642497,-0.0013093390874709167,-0.0013485887886655905
1884,-0.8816162505019851,-0.0013106836933059207,-0.0014423202776323374,-0.0013582430015176945
726,-0.8807805637773187,-0.0013009473688571041,-0.0013756499297716065,-0.001334609870681434
1980,-0.8803736344668518,-0.0014904209268732907,-0.0014909441057689777,-0.0012971740413753184
1158,-0.8795112817755399,-0.0013756129255226104,-0.0014394876652425014,-0.0013567388949864887
1253,-0.8790970166726029,-0.001186379141147822,-0.0013388631770233563,-0.0013001023772892361
507,-0.8788572603102298,-0.001563509890128797,-0.0013773504211956513,-0.0014229346649580544
1979,-0.877977313019985,-0.001309828711156372,-0.0013322247892524775,-0.0013563718113486839
1084,-0.8765216299338785,-0.001286748683606438,-0.001345017051373661,-0.0014314572145366475
1018,-0.8741210281303771,-0.0013261887570540662,-0.0013762480991379223,-0.001308936261699667
2329,-0.8725294740542155,-0.0014113455162749046,-0.001362573724752234,-0.001337689228829652
1791,-0.8705259435523365,-0.0014306000885659313,-0.0013713550887022845,-0.0013626792457652804
588,-0.8700635222564321,-0.0012140267728554751,-0.0014157754754873073,-0.0013323678799845437
613,-0.8698872258694141,-0.0012648653565601189,-0.001407969861231046,-0.0013415922641230843
689,-0.8698004361764806,-0.001205366015872285,-0.0012910415883567031,-0.0013327489500374772
2356,-0.8695003427287975,-0.0014159843555666548,-0.0013154443475804948,-0.00133887173267252
323,-0.86883611249818,-0.001307529998647469,-0.0014539330390529873,-0.0013608274812520638
620,-0.8681815805638642,-0.001312928462910522,-0.0014440856586958525,-0.0013539359472332973
2404,-0.8681167834412604,-0.001307846787913693,-0.0013414950033699853,-0.0013011628830176944
1056,-0.8671965321982615,-0.0012858028155292175,-0.0013687470062226713,-0.0013484409483209322
1022,-0.8664848212543963,-0.0011803838331005346,-0.001339287625923858,-0.0013227363914801696
365,-0.8653684984601249,-0.0012674499220891899,-0.0014327520723327412,-0.0013682374298631288
160,-0.8641330882704694,-0.0012956694735370817,-0.001259736759701196,-0.001369852609314106
865,-0.8640694710585788,-0.0012396851394370471,-0.0012980967455545151,-0.0013134494816622255
965,-0.8634114593265805,-0.0011832839495326247,-0.0015014789359360258,-0.001328459628935926
873,-0.8632254428580772,-0.0012938337914822776,-0.0014564988707481612,-0.0013391578859027213
1630,-0.8626055316208248,-0.0012284606732389431,-0.0013407840710259159,-0.0013125094647261123
1275,-0.8616961211328789,-0.0012690954426579498,-0.001352670003328341,-0.0013415768571684082
834,-0.8605117833738951,-0.0012130670081008336,-0.001303831160551489,-0.0012618562071682524
1937,-0.8582837848531113,-0.0013831296033142597,-0.001477352563931701,-0.0013949561042230127
901,-0.8569728306801405,-0.001541378265570539,-0.001418705510540087,-0.0013928377807968708
680,-0.8567208790009186,-0.001323611000861822,-0.001498462194783875,-0.0013163002291425466
1135,-0.8566144279978503,-0.0013957703442156592,-0.0012418032957864022,-0.0013750874415193654
500,-0.8562246000993268,-0.001129935508399299,-0.0013623043483023407,-0.0012952192773301701
15,-0.8559985060372475,-0.001512973141814851,-0.001409247577417475,-0.0013089407668223398
12,-0.8557780969266784,-0.0013600039910089117,-0.0012875838574907875,-0.001339214379460105
1301,-0.8556600433503014,-0.001295266111479063,-0.001388947918045543,-0.0013581694767443703
1122,-0.8540223884580931,-0.0013245238183074023,-0.0013709584036972714,-0.0013134684240645755
1177,-0.8537808332947963,-0.001518774425084052,-0.0012496425977937663,-0.0013128388700465183
2433,-0.8536716764993142,-0.0013562767748227778,-0.0014055245291568679,-0.0013716627488902535
82,-0.8524116484446707,-0.0012898791353723935,-0.0014220196977774732,-0.0013495074029476269
1202,-0.8509160238272522,-0.0013402173769447889,-0.001402777001478592,-0.001326168198046382
1467,-0.850885222176591,-0.0014040103064319237,-0.0013903333277700796,-0.0013611545751876428
2317,-0.8507818908091556,-0.0012398557707775245,-0.0014524762883251655,-0.001390307785645404
1569,-0.8492602302960655,-0.00151074066098941,-0.0012847252962495882,-0.0014492028777806434
2102,-0.8489740645571198,-0.0015247940548708406,-0.0013406733866004165,-0.0013810483057263773
1505,-0.8473575308265373,-0.0013125158959595648,-0.0011908901871264667,-0.001387368153327647
933,-0.84684591210673,-0.0016041601365203756,-0.0013456851543564917,-0.0013406583461570483
1351,-0.846381277355535,-0.0015907914308150425,-0.0012708698866731212,-0.001361245477383938
1437,-0.8448852268532818,-0.0013281149511313926,-0.001342666812976957,-0.0013079220643116068
739,-0.8439603771634054,-0.0011893546104632905,-0.0013124185710454166,-0.001390731741212932
2363,-0.8432788536304248,-0.0013970393754412869,-0.0012500400796542949,-0.0013529675122508984
1929,-0.8418766293762336,-0.0014221560704880253,-0.001375762708105271,-0.0012716174944944782
583,-0.8406360809513762,-0.0013409981974969558,-0.0013878367248048565,-0.0013117627034020104
274,-0.8401593311743911,-0.0012996987869844977,-0.0011828868300660985,-0.0013422213720998672
1941,-0.8401527774052617,-0.0014081360147694616,-0.0013333599369964903,-0.0013737127223215253
1615,-0.8387157017292779,-0.0012376324992106973,-0.0014331481388918648,-0.0013090487265782881
675,-0.8378802764598205,-0.0012596505555579885,-0.0014662047428894594,-0.0013424055265925023
843,-0.837703910819835,-0.0012066602442724885,-0.0013108832549880442,-0.0012823148977316925
1013,-0.8373907876685802,-0.001387478547571259,-0.001351349565136793,-0.0013149147612506991
1639,-0.8368903181181553,-0.0014203351148699623,-0.0014170513585056116,-0.0013577559979883198
265,-0.8365112363952498,-0.0015009364574445217,-0.001380989017639232,-0.0013258014913323935
1711,-0.835906017763606,-0.0013093785180059649,-0.0012469031675509136,-0.0013287109806159614
709,-0.8348799946714187,-0.0015372417617321784,-0.0012636477534314797,-0.0014497243913514416
224,-0.8346954769537125,-0.0015488488432205542,-0.0012905225472123077,-0.0013607109317342397
1251,-0.8342485285394694,-0.0013626187149975205,-0.0014111266937632408,-0.001355134708295426
48,-0.8339276737933543,-0.0012040500508045096,-0.0012914674001723932,-0.001360755336008009
1764,-0.8334357397734213,-0.0015992377829331683,-0.0012802395943694732,-0.0012891533756581716
1019,-0.8331755285661988,-0.0012847472102609447,-0.0013424378951265596,-0.0013682945138897744
1238,-0.8327725063917015,-0.0015295198702169862,-0.0013330480746195725,-0.0013211616659458592
1495,-0.8318730029736199,-0.0014552565473087559,-0.0011533304478819999,-0.0014012447996388448
791,-0.8311380389157395,-0.001358364461974553,-0.001363039288652395,-0.001345022247296205
1307,-0.8309310792959006,-0.0015232317959659263,-0.0013703681569076735,-0.0012954530454137043
1945,-0.8308029774962222,-0.0012946017902316356,-0.0013353146810398497,-0.001388639440520259
1014,-0.8304407873967079,-0.0012155883507723203,-0.0013313233188878442,-0.0013225078877384363
1108,-0.8304167395558011,-0.001389751171861709,-0.001356938434872346,-0.0013453983906213396
905,-0.8303031620410328,-0.0014194559399869234,-0.001358162915524899,-0.0013473235227706422
740,-0.8302040064565417,-0.001488626025715344,-0.0013435377611550282,-0.0012923298721739516
375,-0.8298663929022256,-0.0013787675306156984,-0.0013381332423529854,-0.00137283504552189
337,-0.8297869872130843,-0.0012040686719799396,-0.0013816554303734813,-0.001364031155051315
441,-0.8283995815429843,-0.0013083527759793249,-0.00128129823638652,-0.0013471775344152208
906,-0.8282938874248456,-0.0014735640044436784,-0.001496722349168619,-0.0013677983018338129
2270,-0.8277395948280493,-0.0014751709702090611,-0.001338963134303907,-0.0013283315085049617
1216,-0.8259748850213626,-0.0013945770377893957,-0.0012133672896139291,-0.001295449867810488
2269,-0.8256995651692209,-0.0013359521604749238,-0.0014753348592445527,-0.001402365034687401
1470,-0.8253781875349029,-0.0013544002388831632,-0.0013322123054441846,-0.0013661849147828418
2343,-0.8248551924919378,-0.0012461811994053185,-0.0012558025619730897,-0.0013133461020866692
254,-0.8244828825803081,-0.0014586749988175687,-0.0014551612933927432,-0.0013751979461006786
3,-0.8215263875993744,-0.0013117892302793683,-0.0014473144442187322,-0.0013644680069427304
966,-0.8193851397550673,-0.0013415998707782416,-0.001316221267621768,-0.001311256519224239
1943,-0.8176799264547108,-0.001420416750946679,-0.001454557630942497,-0.0013953731686945445
696,-0.8176326374321392,-0.0012995463382902384,-0.0014586584860401604,-0.0014042906405218605
1756,-0.8166723013209733,-0.001471883160586837,-0.0011868840897613627,-0.001335433043433445
2302,-0.8159150739840884,-0.0014600415818896721,-0.001365105268213714,-0.0013213078632614325
1901,-0.8157036907637698,-0.0014150846589735164,-0.001472443120316539,-0.0013673026957670275
2475,-0.8136626364722082,-0.0010582857758519126,-0.001291041963259136,-0.00139845167015821
632,-0.8132626069698767,-0.0013539834974507978,-0.0013368484275578872,-0.0013390320952483953
1284,-0.8122749916851566,-0.0012381198269660902,-0.0011856266447210603,-0.0013199467671615851
647,-0.8119490849730091,-0.001523076745147986,-0.0013972685908261685,-0.0013825414962827097
374,-0.8119022861592695,-0.0012629340196592775,-0.0012708511058757879,-0.001396523859958984
2470,-0.8117294405801296,-0.001357457114345128,-0.0013096766464425378,-0.0013281777501842702
888,-0.810918850227927,-0.0012210109514122372,-0.0013679366514768683,-0.0013505652497182168
2242,-0.8101443209606016,-0.0014218831126879576,-0.0012830348152155107,-0.0013299698824984052
2177,-0.808529745695941,-0.0014270863859143785,-0.0012601904756364658,-0.001339027430510096
1643,-0.8060829076306726,-0.0012941132550699892,-0.001374652813926558,-0.0013185425258909035
1778,-0.8056716455211965,-0.0013188728412732785,-0.0013159210848726886,-0.0013874392247011102
1971,-0.8051957612904497,-0.0014864466726657048,-0.00133205343455585,-0.0014089499060175583
1124,-0.8050717358902999,-0.001433309216554506,-0.001388589689958364,-0.001374456247825733
2164,-0.8035432494875068,-0.0012182548697694875,-0.0012499782741957424,-0.0013906821226730955
108,-0.8033072449030385,-0.0014139298452413105,-0.0013352088650552918,-0.001331518977602746
65,-0.8028462066226163,-0.00137035064285504,-0.0013935224498501505,-0.001400866396880398
2157,-0.8028308730876479,-0.0012489829489899346,-0.0012800189939115095,-0.0012653891657108027
1967,-0.8023036113474011,-0.0010623815639010945,-0.0013496601808202873,-0.0013364880857591667
1365,-0.8018419412711097,-0.0013407712712106474,-0.0013043139021144236,-0.001332869526854115
1598,-0.8008684138000255,-0.0012696705923954167,-0.0014031750159696997,-0.0013957255123900308
1228,-0.8004710875331609,-0.0013786912636902504,-0.0012864144225908937,-0.0014684712893251464
1076,-0.8003584716569152,-0.0013211282519882022,-0.0014945096422335064,-0.0012965739369734533
1175,-0.7992917702737401,-0.0012664716122177658,-0.001259454330117721,-0.0013714806281393895
844,-0.7982959430459213,-0.0015419958926586065,-0.0013271892485223486,-0.0013580795975272559
693,-0.7978788420896581,-0.0014236563538991467,-0.0012517756831240052,-0.0013338586208814964
944,-0.7978021408504805,-0.0013883974951207616,-0.0013521662412045062,-0.0014006966875613773
257,-0.797056587087428,-0.001459233971978769,-0.001263567783867298,-0.0013239540989002526
1068,-0.7969889778156971,-0.001326834645724608,-0.0014004897426913628,-0.0013128218457732054
2119,-0.7968295108879224,-0.0012611271476414942,-0.0012516105772607004,-0.0013714303311493502
886,-0.7959464448671747,-0.001267456647197636,-0.0013334537549279768,-0.001383724992466759
657,-0.7941449085779368,-0.0010797391632419255,-0.0012161748612988822,-0.0013438100292638207
1684,-0.7934415129766128,-0.0013556465592388027,-0.0013870367520647847,-0.0013218417269677775
2167,-0.7920049752866158,-0.0014357607307745085,-0.0014517837358205433,-0.001337127167364572
1815,-0.7914514890332125,-0.0011678305680755446,-0.0012168700077717003,-0.001337944839970162
2450,-0.7900195002913533,-0.001323288198457467,-0.0013016565551554572,-0.00131008984832883
1509,-0.7900100186840329,-0.0013247732079743487,-0.0014433307025837714,-0.0013041366557620285
754,-0.7899534543430813,-0.0014885798024382667,-0.0013548401181775937,-0.001357975220161259
342,-0.7896405466378835,-0.001366065161038441,-0.0013177286859341914,-0.00137263152172049
13,-0.7894537878908989,-0.0013943131725601614,-0.001424552396964637,-0.0014066775512191737
1430,-0.7883175321718432,-0.0011463862998312238,-0.0013421170074565572,-0.0012802847659717643
1617,-0.7876784343003631,-0.0013526528324989255,-0.0012960187228426474,-0.0013726557770545706
443,-0.7874464634053955,-0.0013295686404739865,-0.0013146714852398625,-0.0013442563092255747
1207,-0.7872547841681958,-0.0013201379841490544,-0.0014651471320679655,-0.0013148609495152036
808,-0.7870294063552459,-0.0013124747157910075,-0.0013451195696061304,-0.0013808258223697747
2255,-0.7869488634487192,-0.0015956957122472157,-0.0013332379270745767,-0.0013506170511171681
1320,-0.7855914170280549,-0.0012894752503044401,-0.0013370160559794326,-0.0013523654314631299
1414,-0.7849624535410678,-0.0012366798104799569,-0.0012783503458160526,-0.0013756692921309825
1492,-0.7847641837902439,-0.0011448062062668247,-0.0013963670235661375,-0.001328034496311694
800,-0.7845766379291614,-0.001315695926033944,-0.0014640408012296558,-0.001322672398913219
929,-0.7843619689199424,-0.0012664743104927529,-0.0013211433385830296,-0.0013527667744461054
2378,-0.7837667621808109,-0.0014490217245640032,-0.001405915912789632,-0.001370083227078253
